raceId,year,name,forename,surname,name,finishingPosition,points
52,2007,"Brazilian Grand Prix",Nick,Heidfeld,"BMW Sauber",6,3
52,2007,"Brazilian Grand Prix",Lewis,Hamilton,McLaren,7,2
52,2007,"Brazilian Grand Prix",Jarno,Trulli,Toyota,8,1
52,2007,"Brazilian Grand Prix",David,Coulthard,"Red Bull",9,0
52,2007,"Brazilian Grand Prix",Kazuki,Nakajima,Williams,10,0
52,2007,"Brazilian Grand Prix",Ralf,Schumacher,Toyota,11,0
52,2007,"Brazilian Grand Prix",Takuma,Sato,"Super Aguri",12,0
52,2007,"Brazilian Grand Prix",Vitantonio,Liuzzi,"Toro Rosso",13,0
52,2007,"Brazilian Grand Prix",Anthony,Davidson,"Super Aguri",14,0
52,2007,"Brazilian Grand Prix",Adrian,Sutil,Spyker,15,0
52,2007,"Brazilian Grand Prix",Rubens,Barrichello,Honda,16,0
52,2007,"Brazilian Grand Prix",Heikki,Kovalainen,Renault,17,0
52,2007,"Brazilian Grand Prix",Sebastian,Vettel,"Toro Rosso",18,0
52,2007,"Brazilian Grand Prix",Jenson,Button,Honda,19,0
52,2007,"Brazilian Grand Prix",Mark,Webber,"Red Bull",20,0
52,2007,"Brazilian Grand Prix",Sakon,Yamamoto,Spyker,21,0
52,2007,"Brazilian Grand Prix",Giancarlo,Fisichella,Renault,22,0
